chr17	11433952	0
chr17	21433952	0
chr17	31433952	0
chr17	41433952	0
chr17	51433952	0
chr17	61433952	0
chr17	71433952	0
chr17	81433952	78
chr7	2250708	0
chr7	12250708	0
chr7	22250708	0
chr7	32250708	0
chr7	42250708	0
chr7	52250708	0
chr7	62250708	0
chr7	72250708	0
chr7	82250708	0
chr7	92250708	0
chr7	102250708	0
chr7	112250708	0
chr7	122250708	0
chr7	132250708	0
chr7	142250708	0
chr7	152250708	48
chr9	4001233	0
chr9	14001233	0
chr9	24001233	0
chr9	34001233	0
chr9	44001233	0
chr9	54001233	0
chr9	64001233	0
chr9	74001233	0
chr9	84001233	0
chr9	94001233	0
chr9	104001233	0
chr9	114001233	0
chr9	124001233	9
chr1	918051	0
chr1	10918051	0
chr1	20918051	0
chr1	30918051	0
chr1	40918051	0
chr1	50918051	0
chr1	60918051	0
chr1	70918051	0
chr1	80918051	0
chr1	90918051	0
chr1	100918051	0
chr1	110918051	0
chr1	120918051	0
chr1	130918051	0
chr1	140918051	0
chr1	150918051	0
chr1	160918051	0
chr1	170918051	0
chr1	180918051	0
chr1	190918051	0
chr1	200918051	0
chr1	210918051	0
chr1	220918051	0
chr1	230918051	0
chr1	240918051	130
chr4	221216	0
chr4	10221216	0
chr4	20221216	0
chr4	30221216	0
chr4	40221216	0
chr4	50221216	0
chr4	60221216	0
chr4	70221216	0
chr4	80221216	0
chr4	90221216	0
chr4	100221216	0
chr4	110221216	0
chr4	120221216	0
chr4	130221216	0
chr4	140221216	0
chr4	150221216	0
chr4	160221216	0
chr4	170221216	0
chr4	180221216	34
chrX	349703	0
chrX	10349703	0
chrX	20349703	0
chrX	30349703	0
chrX	40349703	0
chrX	50349703	0
chrX	60349703	0
chrX	70349703	0
chrX	80349703	0
chrX	90349703	0
chrX	100349703	0
chrX	110349703	0
chrX	120349703	0
chrX	130349703	0
chrX	140349703	0
chrX	150349703	10
chr2	11551949	0
chr2	21551949	0
chr2	31551949	0
chr2	41551949	0
chr2	51551949	0
chr2	61551949	0
chr2	71551949	0
chr2	81551949	0
chr2	91551949	0
chr2	101551949	0
chr2	111551949	0
chr2	121551949	0
chr2	131551949	0
chr2	141551949	0
chr2	151551949	0
chr2	161551949	0
chr2	171551949	0
chr2	181551949	0
chr2	191551949	0
chr2	201551949	0
chr2	211551949	0
chr2	221551949	0
chr2	231551949	0
chr2	241551949	19
chr8	10079881	0
chr8	20079881	0
chr8	30079881	0
chr8	40079881	0
chr8	50079881	0
chr8	60079881	0
chr8	70079881	0
chr8	80079881	0
chr8	90079881	0
chr8	100079881	0
chr8	110079881	0
chr8	120079881	0
chr8	130079881	0
chr8	140079881	297
chr10	20734663	0
chr10	30734663	0
chr10	40734663	0
chr10	50734663	0
chr10	60734663	0
chr10	70734663	0
chr10	80734663	0
chr10	90734663	0
chr10	100734663	0
chr10	110734663	0
chr10	120734663	44
chr20	537319	0
chr20	10537319	0
chr20	20537319	0
chr20	30537319	0
chr20	40537319	0
chr20	50537319	0
chr20	60537319	66
chr3	9099506	0
chr3	19099506	0
chr3	29099506	0
chr3	39099506	0
chr3	49099506	0
chr3	59099506	0
chr3	69099506	0
chr3	79099506	0
chr3	89099506	0
chr3	99099506	0
chr3	109099506	0
chr3	119099506	0
chr3	129099506	0
chr3	139099506	0
chr3	149099506	0
chr3	159099506	0
chr3	169099506	0
chr3	179099506	0
chr3	189099506	50
chr12	2895707	0
chr12	12895707	0
chr12	22895707	0
chr12	32895707	0
chr12	42895707	0
chr12	52895707	0
chr12	62895707	0
chr12	72895707	0
chr12	82895707	0
chr12	92895707	0
chr12	102895707	0
chr12	112895707	0
chr12	122895707	0
chr12	132895707	71
chr14	21725701	0
chr14	31725701	0
chr14	41725701	0
chr14	51725701	0
chr14	61725701	0
chr14	71725701	0
chr14	81725701	0
chr14	91725701	36
chr21	15767715	0
chr21	25767715	0
chr21	35767715	3
chr16	7427524	0
chr16	17427524	0
chr16	27427524	0
chr16	37427524	0
chr16	47427524	0
chr16	57427524	0
chr16	67427524	0
chr16	77427524	9
chr6	18348954	0
chr6	28348954	0
chr6	38348954	0
chr6	48348954	0
chr6	58348954	0
chr6	68348954	0
chr6	78348954	0
chr6	88348954	0
chr6	98348954	0
chr6	108348954	0
chr6	118348954	0
chr6	128348954	0
chr6	138348954	0
chr6	148348954	0
chr6	158348954	28
chr13	20386549	0
chr13	30386549	0
chr13	40386549	0
chr13	50386549	0
chr13	60386549	0
chr13	70386549	0
chr13	80386549	0
chr13	90386549	0
chr13	100386549	33
chr19	18967076	0
chr19	28967076	0
chr19	38967076	18
chr5	441904	0
chr5	10441904	0
chr5	20441904	0
chr5	30441904	0
chr5	40441904	0
chr5	50441904	0
chr5	60441904	0
chr5	70441904	0
chr5	80441904	0
chr5	90441904	0
chr5	100441904	0
chr5	110441904	0
chr5	120441904	0
chr5	130441904	0
chr5	140441904	0
chr5	150441904	0
chr5	160441904	0
chr5	170441904	0
chr5	180441904	43
chr11	26907983	0
chr11	36907983	0
chr11	46907983	0
chr11	56907983	0
chr11	66907983	0
chr11	76907983	0
chr11	86907983	0
chr11	96907983	0
chr11	106907983	0
chr11	116907983	0
chr11	126907983	94
chr15	24214079	0
chr15	34214079	0
chr15	44214079	0
chr15	54214079	0
chr15	64214079	0
chr15	74214079	0
chr15	84214079	0
chr15	94214079	5
chr22	21062546	0
chr22	31062546	6
chr18	871073	0
chr18	10871073	0
chr18	20871073	0
chr18	30871073	0
chr18	40871073	0
chr18	50871073	0
chr18	60871073	0
chr18	70871073	7
